,the,of,in,to,and,said,a,pct,oil,mln,is,by,will,year,s,for,on,from,its,an,u,that,at,it,tonnes,1,be,dlrs,000,was,wheat,he,with,as,would,prices,2,has,not,last,this,were,but,crude,1986,are,grain,production,have,corn
article230.txt,14,6,1,5,3,3,1,0,3,0,0,1,0,0,2,0,0,3,0,1,2,0,1,2,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
article231.txt,13,2,3,8,6,11,4,2,2,11,3,2,1,0,3,9,0,1,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,4,1,0,1,0,0,1,0,0,2,4,0,3,0,0,1,0
article232.txt,5,1,1,2,3,2,3,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
article233.txt,0,8,2,4,3,3,1,1,2,2,1,1,0,0,0,0,0,0,4,0,0,2,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
article234.txt,11,13,7,13,5,6,9,1,8,0,2,2,2,0,7,1,6,2,3,0,0,3,1,3,0,3,3,0,0,0,0,1,3,0,0,0,0,1,2,0,1,1,1,8,0,1,0,3,3,0
article235.txt,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
article236.txt,5,2,1,0,0,4,3,0,4,0,0,0,0,0,1,3,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
article237.txt,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article238.txt,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article239.txt,4,3,0,6,0,2,3,0,0,0,0,0,2,0,0,0,0,2,4,1,0,1,4,2,0,4,0,7,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
article240.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article241.txt,5,1,1,2,0,3,2,1,1,0,0,1,2,0,2,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
article242.txt,9,3,8,2,3,3,2,0,2,1,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0
article243.txt,6,2,2,1,1,3,5,0,5,0,1,1,0,0,1,2,0,0,3,0,1,2,0,1,0,1,0,2,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,1,0
article244.txt,12,9,7,5,2,2,6,1,1,1,1,0,0,0,4,1,2,1,2,2,0,4,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0
article245.txt,5,1,6,3,3,4,6,4,4,0,2,1,0,0,7,4,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0
article246.txt,8,5,4,4,6,4,5,1,0,1,0,1,0,0,3,1,2,0,1,1,0,1,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
article247.txt,27,11,7,31,16,15,6,1,15,2,5,1,2,0,2,3,4,2,1,3,1,17,3,5,0,1,4,5,0,3,0,5,5,5,5,7,0,2,2,3,2,1,5,2,1,4,0,3,4,0
article248.txt,6,4,0,3,1,2,2,0,5,2,0,0,1,0,0,1,1,3,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
article249.txt,5,1,3,0,8,2,0,0,4,1,0,0,0,0,1,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
article250.txt,33,19,11,11,16,10,16,13,18,0,15,5,7,8,14,9,3,7,1,1,2,3,6,1,0,5,2,7,0,1,0,2,3,0,1,7,4,0,2,7,4,1,3,2,6,2,0,1,4,0
article251.txt,3,2,2,1,1,3,2,1,1,5,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
article252.txt,9,6,4,2,3,4,4,0,3,1,1,0,0,0,3,1,1,0,0,0,0,2,1,0,0,0,0,1,3,4,0,0,1,0,1,0,1,0,1,2,0,1,0,2,0,0,0,0,0,0
article253.txt,11,7,4,1,2,2,1,0,5,0,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
article254.txt,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article255.txt,36,16,37,16,8,10,8,5,10,28,8,5,2,9,3,4,11,8,1,0,1,4,4,5,6,10,3,0,0,3,0,0,4,3,0,2,5,0,0,3,5,2,3,5,9,1,0,3,1,0
article256.txt,37,16,36,15,8,11,9,4,8,11,7,5,2,8,1,4,7,8,1,0,0,4,4,4,8,2,2,0,1,3,0,0,5,4,0,2,6,0,0,3,6,2,3,3,9,1,0,3,1,0
article257.txt,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article258.txt,3,2,4,5,3,3,2,1,1,2,1,2,1,0,0,0,0,0,4,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article259.txt,6,1,6,6,1,4,5,2,3,13,0,1,0,0,0,0,0,7,1,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article260.txt,17,6,5,4,4,3,2,0,1,0,1,1,0,1,6,2,1,1,3,3,6,0,1,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0
article261.txt,4,2,2,2,1,2,1,0,2,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
article262.txt,20,6,6,4,4,5,1,0,0,0,0,0,3,0,1,2,3,0,1,3,0,0,4,0,0,0,3,0,2,3,0,3,0,1,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0
article263.txt,9,5,5,16,2,6,8,1,7,4,1,2,1,0,2,7,2,1,1,1,2,2,1,1,0,0,0,5,0,0,0,3,1,2,1,5,0,0,0,0,0,0,1,1,0,2,0,5,0,0
article264.txt,15,4,4,14,5,3,3,0,5,0,1,0,0,0,3,3,0,0,2,0,3,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,2,0
article265.txt,15,4,4,15,5,2,3,0,4,0,1,0,0,0,4,2,0,0,2,0,4,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,2,0
article266.txt,7,2,1,3,3,2,2,1,4,0,0,2,3,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0
article267.txt,19,7,9,22,9,11,6,0,12,4,8,0,3,0,4,5,1,0,6,2,0,10,1,1,0,0,5,0,0,1,0,5,1,4,1,6,0,2,5,1,2,1,5,0,0,1,0,6,4,0
article268.txt,19,8,14,9,9,9,11,0,6,1,1,5,1,4,1,5,6,2,0,3,0,4,4,0,0,0,1,2,0,3,1,0,4,2,2,7,0,3,3,2,2,3,4,4,0,2,0,0,2,3
article269.txt,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
article270.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article271.txt,6,1,6,6,2,4,5,2,3,14,0,1,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0
article272.txt,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article273.txt,6,1,5,9,2,2,1,0,2,16,0,0,0,0,1,0,0,8,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,0,0,0,0,0,0
article274.txt,20,22,21,20,9,16,7,3,19,5,6,1,2,6,11,7,0,4,0,3,0,4,2,2,0,2,0,4,1,1,0,1,4,2,1,7,0,2,2,6,2,2,0,6,5,2,0,7,3,0
article275.txt,4,7,2,0,5,1,3,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
article276.txt,3,1,2,0,1,2,1,0,2,0,1,1,2,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
article277.txt,8,8,4,3,2,4,7,0,6,1,1,1,0,1,2,1,0,2,0,2,3,3,0,0,0,0,1,4,2,0,0,2,0,2,0,2,0,2,2,3,0,2,1,1,1,0,0,1,0,0
article278.txt,4,1,1,2,5,4,1,0,2,0,0,0,3,0,0,0,3,2,3,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
article279.txt,17,8,5,16,7,5,8,1,13,0,0,2,0,0,3,8,2,5,0,0,1,7,1,0,0,0,3,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
article280.txt,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article281.txt,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
article282.txt,7,2,6,5,3,4,0,0,2,9,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0
article283.txt,2,1,0,3,2,1,2,0,1,0,2,1,1,0,2,2,1,0,1,0,0,0,2,2,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
article284.txt,10,0,5,3,1,6,4,8,3,14,0,1,1,7,3,2,0,8,1,0,2,0,1,1,0,6,0,0,0,3,0,0,0,1,0,0,6,0,1,1,0,1,0,3,0,0,0,1,0,0
article285.txt,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article286.txt,14,11,4,6,6,5,5,0,0,0,0,1,1,1,5,4,2,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
article287.txt,11,8,3,8,3,5,4,0,2,0,5,0,1,0,2,0,2,1,3,1,0,2,1,1,0,0,1,1,0,1,0,5,0,1,0,6,1,0,3,0,0,0,1,2,0,1,0,1,2,0
article288.txt,4,0,0,1,0,1,2,0,2,0,0,0,1,0,1,2,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
article289.txt,4,2,0,2,1,1,3,0,1,0,0,0,1,0,1,2,1,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0
article290.txt,8,1,7,4,7,5,3,2,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,2,0,0,3,0,0,1,0,3,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
article291.txt,5,6,0,2,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
article292.txt,18,9,16,8,12,0,7,0,3,13,1,6,0,0,5,4,0,6,8,0,1,1,1,0,0,24,1,0,7,7,0,0,4,4,0,2,2,1,0,1,1,2,1,1,0,3,0,2,1,0
article293.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article294.txt,1,8,1,2,6,3,1,2,5,4,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,3,1,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
article295.txt,3,1,1,1,1,2,3,0,4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
article296.txt,34,19,13,17,8,4,13,2,7,5,2,4,1,3,9,3,4,5,1,0,9,3,2,0,0,0,3,3,0,3,0,4,3,3,5,6,1,1,2,1,2,2,2,3,4,3,0,3,0,0
article297.txt,8,3,3,1,2,3,1,2,2,2,0,0,0,1,1,2,1,1,1,1,0,2,2,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article298.txt,30,9,10,17,6,4,1,0,2,1,2,3,0,2,3,1,3,3,2,4,0,7,0,1,0,0,0,2,0,7,0,0,1,4,0,2,1,2,0,1,2,0,1,2,0,3,0,0,2,0
article299.txt,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article300.txt,4,0,2,5,2,3,1,0,3,0,3,0,1,0,1,0,2,0,2,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
article301.txt,2,2,0,1,3,2,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
article302.txt,2,4,3,4,1,0,2,0,1,5,0,1,0,1,0,1,1,0,4,1,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,0,0,2,0,0
article303.txt,15,16,7,13,7,10,8,0,7,4,3,4,2,1,5,5,2,0,8,1,0,4,3,6,0,1,0,2,3,7,0,8,1,1,1,5,1,5,1,4,4,2,2,2,0,2,0,1,0,0
article304.txt,30,12,13,16,11,1,10,2,4,1,4,3,0,1,8,4,0,1,3,1,2,1,1,5,0,0,3,1,0,2,0,0,3,2,0,1,0,2,1,3,2,0,3,0,1,2,0,0,3,0
article305.txt,20,7,11,22,13,20,10,2,3,8,6,6,1,1,3,7,3,1,5,0,0,15,6,6,0,3,5,1,3,7,0,14,3,3,4,5,0,0,5,0,4,7,3,1,0,2,0,1,5,0
article306.txt,6,3,4,4,3,3,2,2,3,0,0,0,1,0,1,1,0,0,0,1,0,0,5,0,0,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,4,1,0,0,1,0,0,0,0
article307.txt,3,2,5,6,2,4,5,0,3,2,1,0,0,0,4,3,1,5,2,0,2,2,0,1,0,1,0,1,0,2,0,0,1,3,0,2,0,0,1,0,0,0,1,2,0,0,0,3,0,0
article308.txt,18,9,8,9,9,5,4,2,5,0,0,1,0,5,5,7,4,1,3,2,0,2,0,0,0,0,2,0,1,2,0,3,1,0,2,1,1,1,1,2,0,0,0,0,2,0,0,0,1,0
article309.txt,27,8,9,14,6,7,4,1,9,3,3,5,1,1,5,2,2,1,2,1,0,2,1,1,0,0,1,4,0,4,0,2,2,1,0,9,0,0,0,1,0,1,1,0,1,3,0,0,0,0
article310.txt,9,4,3,5,4,5,1,0,1,0,2,0,2,0,2,3,2,0,1,0,2,4,0,1,0,0,1,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0
article311.txt,2,4,1,1,4,3,1,0,4,1,0,1,1,0,1,0,0,1,0,0,0,0,0,3,0,0,2,0,1,1,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0
article312.txt,6,1,3,5,0,1,5,0,2,0,0,1,1,0,1,0,1,2,1,1,0,4,0,4,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
article313.txt,12,7,16,6,7,5,1,0,4,22,3,1,0,0,1,3,1,6,2,3,0,0,2,4,0,36,0,0,1,0,0,0,3,1,0,2,18,0,0,2,1,2,3,7,3,1,0,5,2,0
article314.txt,2,1,1,0,3,2,0,0,2,0,1,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0
article315.txt,2,0,0,3,0,2,5,0,1,0,0,2,0,0,0,2,0,0,2,0,0,2,0,1,0,0,0,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article316.txt,13,2,0,5,3,6,1,0,4,0,1,0,0,0,2,0,3,1,2,3,0,3,1,2,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0
article317.txt,21,9,11,13,5,8,6,0,5,10,0,2,1,0,6,4,0,7,0,4,0,0,6,1,0,5,1,2,2,1,0,0,0,0,1,5,5,1,1,7,1,0,2,6,0,1,0,3,1,0
article318.txt,3,1,3,1,3,2,1,0,3,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,1,0,2,1,2,0,1,0,0,0,0
article319.txt,39,18,14,17,11,14,14,0,19,7,6,7,8,2,4,6,3,4,9,5,4,6,6,4,1,3,6,9,1,2,0,3,2,7,1,8,1,2,0,0,14,6,3,4,0,2,0,2,1,0
article320.txt,4,2,4,1,4,2,2,0,3,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
article321.txt,31,7,10,8,12,7,11,0,8,0,2,1,4,0,4,3,4,1,0,3,3,12,5,1,0,0,4,0,3,1,0,2,3,2,0,8,2,2,0,1,0,2,1,1,0,1,0,2,0,0
article322.txt,8,4,0,4,6,1,4,1,3,0,0,3,1,0,2,1,6,0,0,1,0,1,1,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
article323.txt,8,1,1,1,2,2,1,0,5,1,1,2,0,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
article324.txt,24,10,8,23,7,7,6,1,8,4,1,3,2,1,4,5,3,2,0,6,1,0,3,4,0,0,1,5,2,2,0,2,1,2,4,1,0,0,1,3,0,0,0,4,1,0,0,0,1,0
article325.txt,16,7,4,6,6,8,5,2,6,3,1,1,1,0,3,4,4,1,2,0,0,1,2,2,0,1,0,0,1,1,0,0,4,0,0,3,0,4,1,0,0,0,1,5,0,1,0,0,5,0
article326.txt,6,1,2,1,0,3,3,0,2,0,0,0,0,1,1,0,0,0,1,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
article327.txt,3,3,4,0,3,2,2,0,3,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0
article328.txt,5,2,4,1,2,1,1,1,2,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
article329.txt,24,10,8,23,7,7,6,1,8,4,1,3,2,1,4,5,3,2,0,6,1,0,3,4,0,0,1,5,2,2,0,2,1,2,4,1,0,0,1,3,0,0,0,4,1,0,0,0,1,0
article330.txt,36,19,38,22,22,22,22,20,4,0,6,7,7,7,10,6,3,5,4,1,5,1,2,20,0,5,0,6,0,2,0,0,5,1,5,3,7,0,2,2,6,0,1,0,4,1,0,1,2,0
article331.txt,23,14,10,7,13,11,13,2,6,7,1,2,3,0,7,3,2,2,0,0,0,3,2,3,0,0,0,1,4,1,0,3,2,3,2,0,0,1,0,0,2,0,0,0,0,1,0,8,2,0
article332.txt,4,3,1,1,4,3,1,1,3,1,0,1,0,0,4,1,2,2,2,0,4,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
article333.txt,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
article334.txt,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article335.txt,1,3,0,0,1,1,1,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
article336.txt,11,7,2,6,5,7,1,3,3,3,0,0,0,0,0,2,2,2,3,2,0,0,1,6,0,2,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
article337.txt,3,1,0,2,0,2,4,0,3,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0
article338.txt,2,0,3,4,2,4,1,0,1,0,3,0,2,0,4,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
article339.txt,4,1,0,3,1,3,3,1,4,0,1,0,1,0,1,2,0,0,2,0,0,1,3,4,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
article340.txt,20,6,8,8,3,7,3,0,5,5,3,4,1,0,2,2,0,2,0,2,0,1,2,2,0,0,0,5,2,1,0,1,0,2,2,0,0,0,2,0,1,2,0,3,0,0,0,0,2,0
article341.txt,3,2,0,2,2,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
article342.txt,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article343.txt,6,0,3,7,3,7,3,0,6,0,4,0,0,0,2,2,6,2,0,0,2,3,1,0,0,0,5,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,1,0,1,0,0,2,0,0
article344.txt,5,3,0,3,1,2,5,0,2,0,1,1,0,0,1,2,0,0,2,0,1,0,1,1,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0
article345.txt,12,2,9,9,1,3,1,0,9,0,2,0,2,0,2,0,0,1,0,1,2,2,0,0,0,0,0,6,1,1,0,7,0,0,0,3,1,0,3,0,0,1,0,0,1,2,0,0,0,0
