,the,of,in,to,and,said,a,pct,oil,mln,is,by,will,year,s,for,on,from,its,an,u,that,at,it,tonnes,1,be,dlrs,000,was,wheat,he,with,as,would,prices,2,has,not,last,this,were,but,crude,1986,are,grain,production,have,corn
article346.txt,6,4,4,4,6,3,3,0,7,1,1,0,1,1,1,1,2,1,0,0,0,1,1,0,0,1,0,1,0,0,0,3,1,2,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0
article347.txt,15,5,3,13,4,5,7,0,6,2,1,3,1,1,4,5,2,0,3,1,0,1,1,1,0,1,2,0,0,3,0,5,2,1,1,3,1,2,2,1,1,0,2,0,0,0,0,0,1,0
article348.txt,5,5,3,4,2,1,0,0,5,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0
article349.txt,3,5,2,0,2,2,0,0,5,0,0,0,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,3,0,0,3,2,0,0,0,1,0,0,0,0,0
article350.txt,10,6,3,6,3,4,1,0,5,0,0,1,2,2,2,3,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,3,0,0,2,0,1,0,0,1,0,4,0,0
article351.txt,7,2,1,5,3,2,2,1,5,0,1,3,1,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
article352.txt,4,3,2,1,1,1,2,0,4,0,0,1,0,0,1,2,0,0,2,1,0,3,0,0,0,0,0,0,1,3,0,1,0,2,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0
article353.txt,13,8,3,10,5,4,3,1,4,4,0,1,2,0,3,6,0,2,2,2,1,2,1,0,0,0,1,2,0,1,0,2,1,2,4,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0
article354.txt,29,16,17,13,14,12,10,0,10,0,14,2,3,1,7,5,3,1,3,0,4,0,6,2,0,3,2,2,0,1,0,0,3,2,0,1,0,1,2,1,0,0,1,1,2,2,0,0,0,0
article355.txt,38,20,15,29,10,13,8,0,6,2,6,1,1,2,6,4,3,3,4,3,0,10,2,1,0,1,3,4,3,6,0,7,2,4,3,10,0,1,4,4,3,0,3,3,0,4,0,2,1,0
article356.txt,6,7,4,4,5,5,7,6,7,0,2,0,0,1,5,1,0,2,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
article357.txt,13,7,6,16,7,8,3,1,8,3,1,1,2,0,6,8,3,0,4,2,0,5,4,1,0,0,2,1,1,2,0,0,1,1,2,0,0,2,0,4,1,0,1,3,0,3,0,1,1,0
article358.txt,1,5,2,6,0,1,1,1,5,1,0,0,0,0,3,3,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0
article359.txt,11,2,2,3,1,3,4,0,3,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
article360.txt,35,30,22,16,25,13,25,0,24,9,7,3,2,1,17,11,4,3,1,1,8,5,2,4,0,0,0,11,0,0,0,5,2,0,0,4,1,6,2,1,0,1,4,1,1,4,0,1,4,0
article361.txt,2,1,2,3,3,1,2,0,3,1,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article362.txt,34,20,15,10,9,4,11,0,5,0,3,5,0,1,12,0,4,2,1,1,0,1,2,3,0,1,0,1,3,4,0,0,3,0,0,0,0,2,1,1,0,2,2,0,0,5,0,1,0,0
article363.txt,18,12,8,6,7,3,8,0,2,4,1,2,2,0,3,3,0,0,2,1,0,1,2,0,0,1,2,3,3,0,0,1,1,0,3,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0
article364.txt,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article365.txt,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
article366.txt,7,2,6,6,3,4,0,0,2,9,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0
article367.txt,2,1,0,3,1,1,3,0,1,0,0,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article368.txt,10,0,5,3,1,6,4,8,3,14,0,1,1,7,3,2,0,8,1,0,2,0,1,1,0,5,0,0,0,3,0,0,0,1,0,0,4,0,1,1,0,1,0,3,0,0,0,1,0,0
article369.txt,25,21,13,14,13,5,4,5,6,11,1,0,0,2,5,1,2,15,3,0,3,1,4,3,0,5,1,6,0,2,0,0,0,0,0,0,0,0,1,3,0,1,0,0,7,1,0,0,0,0
article370.txt,5,3,0,6,5,4,4,0,6,0,1,2,2,0,6,3,3,2,2,3,0,2,2,2,0,1,4,0,1,2,0,4,2,1,6,0,0,1,2,2,0,0,2,2,0,0,0,0,0,0
article371.txt,4,5,1,17,2,2,3,0,2,0,0,2,1,0,3,5,0,0,1,2,0,0,0,2,0,0,3,0,4,0,0,2,0,0,3,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0
article372.txt,9,7,1,2,3,0,4,0,5,0,0,3,0,0,0,4,1,1,0,1,0,0,1,1,0,3,2,1,0,4,0,1,3,1,2,0,1,4,2,0,1,1,1,0,0,0,0,0,1,0
article373.txt,9,7,1,2,3,0,4,0,5,0,0,3,0,0,0,4,1,1,0,1,0,0,1,1,0,3,2,1,0,4,0,1,3,1,2,0,1,4,2,0,1,1,1,0,0,0,0,0,1,0
article374.txt,4,5,1,17,2,2,3,0,2,0,0,2,1,0,3,5,0,0,1,2,0,0,0,2,0,0,3,0,4,0,0,2,0,0,3,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0
article375.txt,2,3,1,1,1,3,1,2,2,3,0,2,0,2,0,0,2,2,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0
article376.txt,7,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
article377.txt,20,14,6,23,8,14,9,0,8,1,2,2,2,1,6,5,8,1,5,0,1,2,6,1,0,0,5,6,3,0,0,3,0,0,3,9,0,3,2,1,2,0,4,9,0,2,0,1,2,0
article378.txt,21,10,14,21,14,15,5,0,7,5,5,4,8,3,3,10,2,6,5,1,3,5,3,0,0,2,5,9,0,2,0,6,3,5,1,1,0,1,2,0,3,2,4,0,5,3,0,1,0,0
article379.txt,23,7,8,13,5,10,5,0,11,5,2,2,0,2,8,0,1,4,2,2,1,0,3,0,0,1,1,2,0,4,0,1,4,2,1,5,1,1,1,2,0,0,2,1,0,1,0,4,2,0
article380.txt,18,13,9,6,6,6,8,0,4,1,1,2,3,0,6,6,2,2,6,2,0,2,1,1,0,0,1,1,2,2,0,1,4,1,1,0,0,3,0,0,0,0,1,2,1,0,0,1,1,0
article381.txt,3,4,0,4,8,3,0,0,1,0,0,0,2,0,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
article382.txt,30,10,7,17,9,8,7,1,10,0,2,0,1,0,8,1,5,1,1,2,0,8,2,4,0,1,2,0,0,4,0,1,1,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0
article383.txt,10,7,4,4,2,7,3,2,6,2,1,1,2,0,5,2,2,0,4,1,2,3,0,7,0,0,1,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
article384.txt,25,5,4,11,11,8,7,0,2,1,2,4,6,1,2,0,1,0,1,0,1,0,4,1,0,0,3,1,3,0,0,0,4,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
article385.txt,3,2,0,3,0,4,2,0,4,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
article386.txt,11,3,6,10,4,8,9,1,2,0,11,1,3,0,3,8,1,1,3,0,0,3,9,1,0,0,2,0,6,0,0,0,0,2,1,0,1,1,2,0,1,1,2,4,0,2,0,0,1,0
article387.txt,10,8,3,5,5,3,5,0,6,1,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,0,2,1,1,1,0,2,3,0,2,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0
article388.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article389.txt,4,0,0,2,1,1,1,0,1,0,0,0,1,0,1,2,1,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
article390.txt,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article391.txt,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article392.txt,9,4,4,2,5,1,3,3,2,0,0,2,0,0,2,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
article393.txt,4,1,0,1,2,1,2,0,3,0,0,1,1,0,2,2,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
article394.txt,4,0,0,1,0,1,1,0,1,0,0,0,1,0,1,2,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
article395.txt,4,2,2,7,2,1,2,5,4,0,0,2,0,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
article396.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article397.txt,2,7,2,0,4,5,0,1,3,8,1,0,0,0,0,1,0,3,1,0,0,1,1,1,0,0,0,4,0,0,0,0,2,1,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0
article398.txt,6,2,4,6,2,3,8,0,3,0,0,0,1,0,4,4,1,0,3,0,1,2,0,5,0,0,0,5,0,1,0,0,2,0,0,3,0,0,0,1,0,0,0,5,0,0,0,0,2,0
article399.txt,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article400.txt,4,0,0,3,2,1,4,0,1,0,0,0,1,0,3,2,1,0,1,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
article401.txt,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article402.txt,4,6,2,1,2,4,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,1,3,3,0,3,0,2,2,1,0,0,1,1,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0
article403.txt,16,7,2,6,4,6,5,0,9,2,3,3,4,0,5,2,0,6,1,2,0,1,0,1,0,0,2,0,3,0,0,2,5,0,0,1,2,1,2,1,0,1,2,1,0,1,0,0,1,0
article404.txt,8,3,2,3,3,3,1,0,4,2,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
article405.txt,8,3,2,3,3,3,1,0,4,2,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
article406.txt,10,11,2,11,1,6,4,0,6,1,2,3,6,0,3,1,0,0,3,1,0,1,1,2,0,1,1,0,6,2,0,2,1,0,1,0,0,1,1,1,4,0,0,4,0,0,0,1,1,0
article407.txt,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article408.txt,9,3,4,1,1,3,4,0,3,0,2,0,5,1,0,1,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,5,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
article409.txt,7,3,3,3,0,3,3,0,0,2,3,0,1,0,0,1,0,0,3,1,0,1,3,0,0,0,1,2,0,0,0,6,0,0,2,1,0,0,1,0,2,0,0,0,0,1,0,3,0,0
article410.txt,21,10,1,10,5,5,3,0,5,2,2,0,2,0,4,0,1,8,1,1,0,3,0,0,0,0,1,0,4,0,0,3,3,0,3,0,2,1,1,1,0,1,0,1,0,0,0,0,1,0
article411.txt,9,3,4,1,1,3,4,0,3,0,2,0,5,1,0,1,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,5,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
article412.txt,7,3,3,3,0,3,3,0,0,2,3,0,1,0,0,1,0,0,3,1,0,1,3,0,0,0,1,2,0,0,0,6,0,0,2,1,0,0,1,0,2,0,0,0,0,1,0,3,0,0
article413.txt,2,3,1,0,3,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
article414.txt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article415.txt,4,2,3,3,2,2,2,0,2,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
article416.txt,23,8,3,4,2,8,6,0,4,0,0,1,0,0,4,3,1,0,2,0,0,0,1,0,0,0,0,0,0,5,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
article417.txt,8,3,0,7,5,2,4,1,5,3,1,0,0,0,3,4,1,2,2,1,3,1,2,2,0,0,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article418.txt,21,5,12,8,13,7,4,1,2,1,1,1,6,2,9,1,1,3,5,0,2,6,0,2,0,1,3,5,0,0,0,0,1,2,1,0,0,3,0,0,4,1,0,0,3,0,0,2,1,0
article419.txt,28,14,15,8,7,5,14,1,5,0,2,3,0,0,6,1,5,2,2,1,0,3,2,2,0,0,1,1,2,3,0,0,3,4,2,0,0,1,0,1,1,4,0,0,0,1,0,0,1,0
article420.txt,8,7,11,5,3,2,2,3,2,8,0,1,0,7,4,0,1,6,1,2,1,4,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,2,5,0,0,2,0,0
article421.txt,18,7,2,21,1,7,2,0,3,2,2,3,2,0,3,3,3,2,1,2,0,1,1,4,0,0,2,2,5,1,0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0
article422.txt,13,4,0,10,6,2,4,1,6,3,1,0,0,0,4,5,1,2,2,2,4,1,2,2,0,0,0,1,0,0,0,0,2,2,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0
article423.txt,7,1,9,0,1,3,5,12,2,0,0,2,0,1,2,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0
article424.txt,16,3,15,0,8,7,14,33,3,0,0,2,0,4,1,2,0,4,0,0,1,0,4,0,0,5,0,0,0,0,0,0,0,1,0,12,4,1,0,5,0,11,0,3,1,0,0,0,0,0
article425.txt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
article426.txt,16,8,5,9,9,4,9,0,3,3,1,2,7,0,6,2,1,2,0,1,1,0,0,1,0,0,4,2,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
article427.txt,8,8,3,11,3,4,3,0,4,4,2,1,2,0,0,2,0,0,6,2,0,2,0,2,0,0,0,0,3,4,0,1,2,0,4,0,0,0,0,1,1,0,0,6,0,1,0,0,0,0
article428.txt,12,3,5,7,7,4,9,0,2,3,0,2,5,0,5,1,1,2,0,1,1,0,0,1,0,0,3,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
article429.txt,12,4,2,3,0,4,3,0,5,2,1,2,2,0,0,2,1,3,1,0,0,3,0,1,0,0,1,0,1,0,0,0,2,1,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0
article430.txt,10,3,2,5,1,2,4,0,5,2,0,2,2,0,1,0,2,3,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
article431.txt,15,8,12,7,11,6,5,1,8,4,1,0,3,4,7,4,1,2,1,1,1,0,1,2,2,0,1,3,3,0,0,0,5,0,2,0,1,5,0,2,1,0,0,0,0,0,0,2,0,0
article432.txt,15,7,3,6,3,2,6,4,2,0,1,7,0,1,1,3,3,1,1,1,0,0,2,1,0,0,0,0,4,0,0,0,0,4,1,1,0,1,0,1,3,3,1,0,0,0,0,0,2,0
article433.txt,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article434.txt,24,11,12,25,13,18,6,1,10,8,3,8,4,3,3,4,3,5,6,2,0,2,2,3,0,1,1,5,0,6,0,7,7,11,2,5,0,0,6,2,2,4,5,1,0,0,0,6,2,0
article435.txt,38,19,12,20,15,4,15,2,7,0,6,6,2,3,7,3,5,2,2,0,2,3,3,2,0,1,4,1,0,2,0,0,5,3,0,5,0,5,2,3,2,0,2,1,1,3,0,0,7,0
article436.txt,12,13,8,7,9,8,5,0,5,7,1,0,0,0,1,4,3,1,5,1,0,5,4,3,0,2,0,0,9,5,0,0,3,0,0,4,2,1,2,0,0,1,1,5,0,4,0,2,1,0
article437.txt,9,5,1,13,8,7,11,3,3,0,1,3,1,0,1,4,4,0,4,2,0,3,3,4,0,0,8,5,0,2,0,2,0,4,10,1,0,1,0,1,0,0,1,1,0,0,0,0,2,0
article438.txt,19,16,5,8,5,3,10,1,5,3,3,2,2,1,8,7,2,2,1,0,0,4,2,2,0,0,2,3,0,3,0,0,0,1,3,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0
article439.txt,24,11,12,25,13,18,6,1,10,8,3,8,4,3,3,4,3,5,6,2,0,2,2,3,0,1,1,5,0,6,0,7,7,11,2,5,0,0,6,2,2,4,5,1,0,0,0,6,2,0
article440.txt,11,5,2,3,0,4,4,0,5,2,0,2,2,0,0,2,1,3,1,0,0,3,0,1,0,0,1,0,1,1,0,0,2,1,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0
article441.txt,5,2,2,3,0,4,2,0,4,0,0,0,0,0,4,3,0,0,2,0,2,0,0,1,0,3,0,5,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0
article442.txt,25,6,6,12,5,8,5,3,4,2,4,6,3,1,5,6,5,3,3,6,0,1,3,5,0,0,2,0,1,0,0,1,5,2,1,0,1,4,2,2,1,0,4,2,1,4,0,0,1,0
article443.txt,0,1,2,3,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
article444.txt,8,5,2,3,3,5,2,0,1,2,1,0,2,0,2,1,0,1,2,0,1,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
article445.txt,14,3,5,6,6,1,11,2,2,0,0,0,2,1,0,2,4,0,2,0,0,1,3,0,0,0,2,3,0,0,0,2,3,0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
article446.txt,31,7,5,9,6,7,5,5,11,2,1,4,2,1,5,4,5,3,4,0,5,3,0,3,0,0,5,0,2,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
article447.txt,11,2,2,7,1,4,2,3,4,2,1,0,1,1,3,4,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,1,1,0,2,2,1,1,0,0,0,0
article448.txt,5,0,1,1,2,3,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
article449.txt,8,5,6,8,3,6,4,0,10,0,7,0,2,1,1,0,1,0,2,0,1,5,0,2,0,6,0,0,0,0,0,7,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0
article450.txt,16,14,14,4,9,9,6,0,5,0,1,0,0,1,4,1,2,3,4,2,0,9,1,1,0,0,1,0,1,2,0,1,5,3,0,0,0,1,0,1,0,2,1,0,1,2,0,0,1,0
article451.txt,37,17,17,15,12,10,5,3,9,1,2,1,4,3,0,9,10,1,2,1,4,5,2,4,0,0,7,0,0,2,0,5,3,2,6,0,0,1,5,1,4,2,1,0,0,3,0,0,3,0
article452.txt,4,2,1,4,3,2,1,2,3,5,0,1,1,2,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
article453.txt,16,4,3,9,8,4,6,2,12,0,1,2,0,2,7,3,6,0,0,1,5,4,0,1,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,3,1,1,2,0,0,1,0,0,3,0
article454.txt,12,8,7,11,7,6,9,2,5,0,0,0,2,0,7,0,1,0,0,5,2,0,2,1,0,0,2,0,1,2,0,3,5,3,4,0,0,2,2,0,2,0,1,3,0,2,0,0,0,0
article455.txt,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article456.txt,19,5,2,8,6,6,5,1,11,1,2,2,0,0,5,7,4,1,2,0,3,5,1,1,0,0,3,0,2,0,0,12,2,0,3,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0
article457.txt,4,3,2,0,2,3,3,1,2,1,2,0,0,0,0,0,1,1,1,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
article458.txt,17,4,4,9,8,4,7,2,12,0,1,2,0,2,7,3,6,0,0,1,5,4,0,1,0,0,0,0,0,1,0,0,0,3,2,2,0,0,0,3,1,1,2,0,0,1,0,0,3,0
article459.txt,11,8,10,10,6,9,13,0,7,0,1,3,0,0,2,7,1,0,1,1,0,5,1,1,0,0,5,3,0,5,0,9,1,3,2,1,0,0,3,0,1,2,2,0,1,0,0,2,2,0
article460.txt,8,4,0,9,2,5,4,0,10,0,1,2,3,0,4,1,4,0,4,1,0,2,1,0,0,0,4,0,2,2,0,4,2,1,2,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0
article461.txt,27,9,21,14,10,3,10,0,10,7,7,2,4,10,3,4,2,4,2,1,2,2,0,1,1,3,1,1,0,0,0,0,2,1,1,1,3,0,0,0,3,2,0,0,5,1,0,2,0,0
